id,name,slug,generation,region,type,type2,tier,assigned_move,assigned_move_type,assignment_reason,sfx_file,sfx_bytes,source_move_file
121,Starmie,starmie,1,Kanto,water,psychic,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-1-kanto/0121_starmie__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
122,Mr. Mime,mr-mime,1,Kanto,psychic,fairy,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-1-kanto/0122_mr-mime__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
123,Scyther,scyther,1,Kanto,bug,flying,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-1-kanto/0123_scyther__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
124,Jynx,jynx,1,Kanto,ice,psychic,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-1-kanto/0124_jynx__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
125,Electabuzz,electabuzz,1,Kanto,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-1-kanto/0125_electabuzz__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
126,Magmar,magmar,1,Kanto,fire,,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-1-kanto/0126_magmar__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
127,Pinsir,pinsir,1,Kanto,bug,,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-1-kanto/0127_pinsir__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
128,Tauros,tauros,1,Kanto,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-1-kanto/0128_tauros__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
129,Magikarp,magikarp,1,Kanto,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-1-kanto/0129_magikarp__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
130,Gyarados,gyarados,1,Kanto,water,flying,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-1-kanto/0130_gyarados__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
131,Lapras,lapras,1,Kanto,water,ice,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-1-kanto/0131_lapras__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
132,Ditto,ditto,1,Kanto,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-1-kanto/0132_ditto__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
133,Eevee,eevee,1,Kanto,normal,,2,Extreme Evoboost,normal,signature,pokemon-sfx-by-species/gen-1-kanto/0133_eevee__extreme-evoboost.ogg,3196,attack-move-sfx-compressed/normal/extreme-evoboost.ogg
134,Vaporeon,vaporeon,1,Kanto,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-1-kanto/0134_vaporeon__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
135,Jolteon,jolteon,1,Kanto,electric,,3,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-1-kanto/0135_jolteon__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
136,Flareon,flareon,1,Kanto,fire,,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-1-kanto/0136_flareon__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
137,Porygon,porygon,1,Kanto,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-1-kanto/0137_porygon__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
138,Omanyte,omanyte,1,Kanto,rock,water,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-1-kanto/0138_omanyte__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
139,Omastar,omastar,1,Kanto,rock,water,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-1-kanto/0139_omastar__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
140,Kabuto,kabuto,1,Kanto,rock,water,2,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-1-kanto/0140_kabuto__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
141,Kabutops,kabutops,1,Kanto,rock,water,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-1-kanto/0141_kabutops__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
142,Aerodactyl,aerodactyl,1,Kanto,rock,flying,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-1-kanto/0142_aerodactyl__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
143,Snorlax,snorlax,1,Kanto,normal,,3,Body Slam,normal,signature,pokemon-sfx-by-species/gen-1-kanto/0143_snorlax__body-slam.ogg,2361,attack-move-sfx-compressed/normal/body-slam.ogg
144,Articuno,articuno,1,Kanto,ice,flying,4,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-1-kanto/0144_articuno__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
145,Zapdos,zapdos,1,Kanto,electric,flying,4,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-1-kanto/0145_zapdos__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
146,Moltres,moltres,1,Kanto,fire,flying,4,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-1-kanto/0146_moltres__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
147,Dratini,dratini,1,Kanto,dragon,,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-1-kanto/0147_dratini__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
148,Dragonair,dragonair,1,Kanto,dragon,,2,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-1-kanto/0148_dragonair__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
149,Dragonite,dragonite,1,Kanto,dragon,flying,3,Draco Meteor,dragon,type-preferred:dragon,pokemon-sfx-by-species/gen-1-kanto/0149_dragonite__draco-meteor.ogg,2739,attack-move-sfx-compressed/dragon/draco-meteor.ogg
150,Mewtwo,mewtwo,1,Kanto,psychic,,4,Psystrike,psychic,signature,pokemon-sfx-by-species/gen-1-kanto/0150_mewtwo__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
151,Mew,mew,1,Kanto,psychic,,4,Psychic,psychic,signature,pokemon-sfx-by-species/gen-1-kanto/0151_mew__psychic.ogg,2811,attack-move-sfx-compressed/psychic/psychic.ogg
152,Chikorita,chikorita,2,Johto,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0152_chikorita__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
153,Bayleef,bayleef,2,Johto,grass,,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0153_bayleef__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
154,Meganium,meganium,2,Johto,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0154_meganium__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
155,Cyndaquil,cyndaquil,2,Johto,fire,,1,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-2-johto/0155_cyndaquil__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
156,Quilava,quilava,2,Johto,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-2-johto/0156_quilava__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
157,Typhlosion,typhlosion,2,Johto,fire,,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-2-johto/0157_typhlosion__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
158,Totodile,totodile,2,Johto,water,,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0158_totodile__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
159,Croconaw,croconaw,2,Johto,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0159_croconaw__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
160,Feraligatr,feraligatr,2,Johto,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0160_feraligatr__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
161,Sentret,sentret,2,Johto,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0161_sentret__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
162,Furret,furret,2,Johto,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0162_furret__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
163,Hoothoot,hoothoot,2,Johto,normal,flying,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0163_hoothoot__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
164,Noctowl,noctowl,2,Johto,normal,flying,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0164_noctowl__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
165,Ledyba,ledyba,2,Johto,bug,flying,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0165_ledyba__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
166,Ledian,ledian,2,Johto,bug,flying,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0166_ledian__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
167,Spinarak,spinarak,2,Johto,bug,poison,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0167_spinarak__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
168,Ariados,ariados,2,Johto,bug,poison,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0168_ariados__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
169,Crobat,crobat,2,Johto,poison,flying,2,Sludge Bomb,poison,type-preferred:poison,pokemon-sfx-by-species/gen-2-johto/0169_crobat__sludge-bomb.ogg,2794,attack-move-sfx-compressed/poison/sludge-bomb.ogg
170,Chinchou,chinchou,2,Johto,water,electric,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0170_chinchou__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
171,Lanturn,lanturn,2,Johto,water,electric,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0171_lanturn__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
172,Pichu,pichu,2,Johto,electric,,1,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-2-johto/0172_pichu__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
173,Cleffa,cleffa,2,Johto,fairy,,1,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-2-johto/0173_cleffa__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
174,Igglybuff,igglybuff,2,Johto,normal,fairy,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0174_igglybuff__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
175,Togepi,togepi,2,Johto,fairy,,1,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-2-johto/0175_togepi__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
176,Togetic,togetic,2,Johto,fairy,flying,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-2-johto/0176_togetic__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
177,Natu,natu,2,Johto,psychic,flying,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-2-johto/0177_natu__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
178,Xatu,xatu,2,Johto,psychic,flying,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-2-johto/0178_xatu__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
179,Mareep,mareep,2,Johto,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-2-johto/0179_mareep__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
180,Flaaffy,flaaffy,2,Johto,electric,,1,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-2-johto/0180_flaaffy__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
181,Ampharos,ampharos,2,Johto,electric,,2,Catastropika,electric,type-preferred:electric,pokemon-sfx-by-species/gen-2-johto/0181_ampharos__catastropika.ogg,3043,attack-move-sfx-compressed/electric/catastropika.ogg
182,Bellossom,bellossom,2,Johto,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0182_bellossom__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
183,Marill,marill,2,Johto,water,fairy,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0183_marill__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
184,Azumarill,azumarill,2,Johto,water,fairy,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0184_azumarill__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
185,Sudowoodo,sudowoodo,2,Johto,rock,,3,Stone Edge,rock,type-preferred:rock,pokemon-sfx-by-species/gen-2-johto/0185_sudowoodo__stone-edge.ogg,2756,attack-move-sfx-compressed/rock/stone-edge.ogg
186,Politoed,politoed,2,Johto,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0186_politoed__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
187,Hoppip,hoppip,2,Johto,grass,flying,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0187_hoppip__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
188,Skiploom,skiploom,2,Johto,grass,flying,2,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0188_skiploom__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
189,Jumpluff,jumpluff,2,Johto,grass,flying,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0189_jumpluff__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
190,Aipom,aipom,2,Johto,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0190_aipom__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
191,Sunkern,sunkern,2,Johto,grass,,1,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0191_sunkern__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
192,Sunflora,sunflora,2,Johto,grass,,3,Frenzy Plant,grass,type-preferred:grass,pokemon-sfx-by-species/gen-2-johto/0192_sunflora__frenzy-plant.ogg,2724,attack-move-sfx-compressed/grass/frenzy-plant.ogg
193,Yanma,yanma,2,Johto,bug,flying,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0193_yanma__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
194,Wooper,wooper,2,Johto,water,ground,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0194_wooper__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
195,Quagsire,quagsire,2,Johto,water,ground,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0195_quagsire__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
196,Espeon,espeon,2,Johto,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-2-johto/0196_espeon__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
197,Umbreon,umbreon,2,Johto,dark,,3,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-2-johto/0197_umbreon__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
198,Murkrow,murkrow,2,Johto,dark,flying,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-2-johto/0198_murkrow__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
199,Slowking,slowking,2,Johto,water,psychic,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0199_slowking__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
200,Misdreavus,misdreavus,2,Johto,ghost,,2,Shadow Ball,ghost,type-preferred:ghost,pokemon-sfx-by-species/gen-2-johto/0200_misdreavus__shadow-ball.ogg,2793,attack-move-sfx-compressed/ghost/shadow-ball.ogg
201,Unown,unown,2,Johto,psychic,,2,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-2-johto/0201_unown__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
202,Wobbuffet,wobbuffet,2,Johto,psychic,,3,Psystrike,psychic,type-preferred:psychic,pokemon-sfx-by-species/gen-2-johto/0202_wobbuffet__psystrike.ogg,2807,attack-move-sfx-compressed/psychic/psystrike.ogg
203,Girafarig,girafarig,2,Johto,normal,psychic,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0203_girafarig__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
204,Pineco,pineco,2,Johto,bug,,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0204_pineco__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
205,Forretress,forretress,2,Johto,bug,steel,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0205_forretress__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
206,Dunsparce,dunsparce,2,Johto,normal,,1,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0206_dunsparce__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
207,Gligar,gligar,2,Johto,ground,flying,2,Earthquake,ground,type-preferred:ground,pokemon-sfx-by-species/gen-2-johto/0207_gligar__earthquake.ogg,2774,attack-move-sfx-compressed/ground/earthquake.ogg
208,Steelix,steelix,2,Johto,steel,ground,3,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-2-johto/0208_steelix__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
209,Snubbull,snubbull,2,Johto,fairy,,2,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-2-johto/0209_snubbull__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
210,Granbull,granbull,2,Johto,fairy,,3,Moonblast,fairy,type-preferred:fairy,pokemon-sfx-by-species/gen-2-johto/0210_granbull__moonblast.ogg,2861,attack-move-sfx-compressed/fairy/moonblast.ogg
211,Qwilfish,qwilfish,2,Johto,water,poison,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0211_qwilfish__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
212,Scizor,scizor,2,Johto,bug,steel,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0212_scizor__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
213,Shuckle,shuckle,2,Johto,bug,rock,2,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0213_shuckle__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
214,Heracross,heracross,2,Johto,bug,fighting,3,Bug Buzz,bug,type-preferred:bug,pokemon-sfx-by-species/gen-2-johto/0214_heracross__bug-buzz.ogg,2806,attack-move-sfx-compressed/bug/bug-buzz.ogg
215,Sneasel,sneasel,2,Johto,dark,ice,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-2-johto/0215_sneasel__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
216,Teddiursa,teddiursa,2,Johto,normal,,2,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0216_teddiursa__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
217,Ursaring,ursaring,2,Johto,normal,,3,Hyper Beam,normal,type-preferred:normal,pokemon-sfx-by-species/gen-2-johto/0217_ursaring__hyper-beam.ogg,2840,attack-move-sfx-compressed/normal/hyper-beam.ogg
218,Slugma,slugma,2,Johto,fire,,2,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-2-johto/0218_slugma__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
219,Magcargo,magcargo,2,Johto,fire,rock,3,Blast Burn,fire,type-preferred:fire,pokemon-sfx-by-species/gen-2-johto/0219_magcargo__blast-burn.ogg,2728,attack-move-sfx-compressed/fire/blast-burn.ogg
220,Swinub,swinub,2,Johto,ice,ground,2,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-2-johto/0220_swinub__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
221,Piloswine,piloswine,2,Johto,ice,ground,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-2-johto/0221_piloswine__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
222,Corsola,corsola,2,Johto,water,rock,1,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0222_corsola__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
223,Remoraid,remoraid,2,Johto,water,,2,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0223_remoraid__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
224,Octillery,octillery,2,Johto,water,,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0224_octillery__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
225,Delibird,delibird,2,Johto,ice,flying,3,Blizzard,ice,type-preferred:ice,pokemon-sfx-by-species/gen-2-johto/0225_delibird__blizzard.ogg,2811,attack-move-sfx-compressed/ice/blizzard.ogg
226,Mantine,mantine,2,Johto,water,flying,3,Hydro Pump,water,type-preferred:water,pokemon-sfx-by-species/gen-2-johto/0226_mantine__hydro-pump.ogg,2966,attack-move-sfx-compressed/water/hydro-pump.ogg
227,Skarmory,skarmory,2,Johto,steel,flying,2,Flash Cannon,steel,type-preferred:steel,pokemon-sfx-by-species/gen-2-johto/0227_skarmory__flash-cannon.ogg,2764,attack-move-sfx-compressed/steel/flash-cannon.ogg
228,Houndour,houndour,2,Johto,dark,fire,2,Dark Pulse,dark,type-preferred:dark,pokemon-sfx-by-species/gen-2-johto/0228_houndour__dark-pulse.ogg,2795,attack-move-sfx-compressed/dark/dark-pulse.ogg
