index,move_name,move_slug,inferred_type,source_zip,source_file,source_bytes,compressed_file,compressed_bytes,compressed_duration_seconds
110,Bug Buzz,bug-buzz,bug,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bug Buzz.mp3,237684,attack-move-sfx-compressed/bug/bug-buzz.ogg,2806,1.157
111,Bulk Up,bulk-up,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bulk Up.mp3,168718,attack-move-sfx-compressed/normal/bulk-up.ogg,2592,1.157
112,Bulldoze,bulldoze,ground,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bulldoze.mp3,205292,attack-move-sfx-compressed/ground/bulldoze.ogg,2825,1.157
113,Bullet Punch,bullet-punch,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bullet Punch.mp3,195896,attack-move-sfx-compressed/fighting/bullet-punch.ogg,2785,1.157
114,Bullet Seed 1hit,bullet-seed-1hit,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bullet Seed 1hit.mp3,206353,attack-move-sfx-compressed/grass/bullet-seed-1hit.ogg,2827,1.157
115,Bullet Seed 2hits,bullet-seed-2hits,grass,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Bullet Seed 2hits.mp3,344281,attack-move-sfx-compressed/grass/bullet-seed-2hits.ogg,2818,1.157
116,Burn Up,burn-up,fire,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Burn Up.mp3,320229,attack-move-sfx-compressed/fire/burn-up.ogg,2798,1.157
117,Calm Mind part 1,calm-mind-part-1,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Calm Mind part 1.mp3,219936,attack-move-sfx-compressed/psychic/calm-mind-part-1.ogg,2758,1.157
118,Calm Mind part 2,calm-mind-part-2,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Calm Mind part 2.mp3,164557,attack-move-sfx-compressed/psychic/calm-mind-part-2.ogg,2785,1.157
119,Calm Mind,calm-mind,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Calm Mind.mp3,287841,attack-move-sfx-compressed/psychic/calm-mind.ogg,2772,1.157
120,Camouflage,camouflage,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Camouflage.mp3,217835,attack-move-sfx-compressed/normal/camouflage.ogg,2819,1.157
121,Captivate,captivate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Captivate.mp3,202159,attack-move-sfx-compressed/normal/captivate.ogg,3227,1.157
122,Catastropika part 1,catastropika-part-1,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Catastropika part 1.mp3,198000,attack-move-sfx-compressed/electric/catastropika-part-1.ogg,3046,1.157
123,Catastropika part 2,catastropika-part-2,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Catastropika part 2.mp3,474898,attack-move-sfx-compressed/electric/catastropika-part-2.ogg,2826,1.157
124,Catastropika part 3,catastropika-part-3,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Catastropika part 3.mp3,583567,attack-move-sfx-compressed/electric/catastropika-part-3.ogg,2849,1.157
125,Catastropika,catastropika,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Catastropika.mp3,1062116,attack-move-sfx-compressed/electric/catastropika.ogg,3043,1.157
126,Celebrate part 1,celebrate-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Celebrate part 1.mp3,171871,attack-move-sfx-compressed/normal/celebrate-part-1.ogg,2793,1.157
127,Celebrate part 2,celebrate-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Celebrate part 2.mp3,232475,attack-move-sfx-compressed/normal/celebrate-part-2.ogg,2816,1.157
128,Celebrate,celebrate,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Celebrate.mp3,306649,attack-move-sfx-compressed/normal/celebrate.ogg,2802,1.157
129,Charge Beam,charge-beam,electric,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Charge Beam.mp3,265902,attack-move-sfx-compressed/electric/charge-beam.ogg,2696,1.157
130,Charm,charm,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Charm.mp3,177074,attack-move-sfx-compressed/fairy/charm.ogg,2989,1.157
131,Chatter part 1,chatter-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chatter part 1.mp3,160373,attack-move-sfx-compressed/normal/chatter-part-1.ogg,2800,1.157
132,Chatter part 2,chatter-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chatter part 2.mp3,186496,attack-move-sfx-compressed/normal/chatter-part-2.ogg,2816,1.157
133,Chatter,chatter,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chatter.mp3,249176,attack-move-sfx-compressed/normal/chatter.ogg,2810,1.157
134,Chip Away part 1,chip-away-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chip Away part 1.mp3,143659,attack-move-sfx-compressed/normal/chip-away-part-1.ogg,2510,1.069
135,Chip Away part 2,chip-away-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chip Away part 2.mp3,177096,attack-move-sfx-compressed/normal/chip-away-part-2.ogg,2610,1.157
136,Chip Away,chip-away,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Chip Away.mp3,224102,attack-move-sfx-compressed/normal/chip-away.ogg,2717,1.157
137,Circle Throw,circle-throw,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Circle Throw.mp3,179177,attack-move-sfx-compressed/normal/circle-throw.ogg,2820,1.157
138,Clamp,clamp,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clamp.mp3,181253,attack-move-sfx-compressed/normal/clamp.ogg,2782,1.157
139,Clanging Scales,clanging-scales,dragon,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clanging Scales.mp3,239788,attack-move-sfx-compressed/dragon/clanging-scales.ogg,2827,1.157
140,Clangorous Soulblaze part 1,clangorous-soulblaze-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clangorous Soulblaze part 1.mp3,160399,attack-move-sfx-compressed/normal/clangorous-soulblaze-part-1.ogg,3073,1.157
141,Clangorous Soulblaze part 2,clangorous-soulblaze-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clangorous Soulblaze part 2.mp3,368334,attack-move-sfx-compressed/normal/clangorous-soulblaze-part-2.ogg,2827,1.157
142,Clangorous Soulblaze part 3,clangorous-soulblaze-part-3,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clangorous Soulblaze part 3.mp3,1093493,attack-move-sfx-compressed/normal/clangorous-soulblaze-part-3.ogg,2744,1.157
143,Clangorous Soulblaze,clangorous-soulblaze,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clangorous Soulblaze.mp3,1427846,attack-move-sfx-compressed/normal/clangorous-soulblaze.ogg,3067,1.157
144,Clear Smog,clear-smog,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Clear Smog.mp3,208431,attack-move-sfx-compressed/normal/clear-smog.ogg,2822,1.157
145,Close Combat,close-combat,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Close Combat.mp3,255455,attack-move-sfx-compressed/fighting/close-combat.ogg,2821,1.157
146,Coil,coil,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Coil.mp3,207374,attack-move-sfx-compressed/normal/coil.ogg,2796,1.157
147,Comet Punch 1hit,comet-punch-1hit,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Comet Punch 1hit.mp3,137390,attack-move-sfx-compressed/fighting/comet-punch-1hit.ogg,2024,0.896
148,Comet Punch 2hits,comet-punch-2hits,fighting,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Comet Punch 2hits.mp3,187547,attack-move-sfx-compressed/fighting/comet-punch-2hits.ogg,2341,1.157
149,Confide,confide,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confide.mp3,211559,attack-move-sfx-compressed/normal/confide.ogg,2858,1.157
150,Confuse Ray part 1,confuse-ray-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confuse Ray part 1.mp3,259647,attack-move-sfx-compressed/normal/confuse-ray-part-1.ogg,2808,1.157
151,Confuse Ray,confuse-ray,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confuse Ray.mp3,331731,attack-move-sfx-compressed/normal/confuse-ray.ogg,2753,1.157
152,Confusion part 1,confusion-part-1,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confusion part 1.mp3,153063,attack-move-sfx-compressed/psychic/confusion-part-1.ogg,2687,1.157
153,Confusion part 2,confusion-part-2,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confusion part 2.mp3,177096,attack-move-sfx-compressed/psychic/confusion-part-2.ogg,2923,1.157
154,Confusion,confusion,psychic,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Confusion.mp3,232461,attack-move-sfx-compressed/psychic/confusion.ogg,2696,1.157
155,Constrict,constrict,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Constrict.mp3,190665,attack-move-sfx-compressed/normal/constrict.ogg,2969,1.157
156,Continental Crush part 1,continental-crush-part-1,rock,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Continental Crush part 1.mp3,186516,attack-move-sfx-compressed/rock/continental-crush-part-1.ogg,3141,1.157
157,Continental Crush part 2,continental-crush-part-2,rock,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Continental Crush part 2.mp3,396540,attack-move-sfx-compressed/rock/continental-crush-part-2.ogg,2759,1.157
158,Continental Crush part 3,continental-crush-part-3,rock,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Continental Crush part 3.mp3,632687,attack-move-sfx-compressed/rock/continental-crush-part-3.ogg,2837,1.157
159,Continental Crush,continental-crush,rock,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Continental Crush.mp3,1021375,attack-move-sfx-compressed/rock/continental-crush.ogg,3146,1.157
160,Conversion 2,conversion-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Conversion 2.mp3,281577,attack-move-sfx-compressed/normal/conversion-2.ogg,2843,1.157
161,Conversion part 1,conversion-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Conversion part 1.mp3,142616,attack-move-sfx-compressed/normal/conversion-part-1.ogg,2484,1.03
162,Conversion part 2,conversion-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Conversion part 2.mp3,172918,attack-move-sfx-compressed/normal/conversion-part-2.ogg,3122,1.157
163,Conversion,conversion,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Conversion.mp3,218880,attack-move-sfx-compressed/normal/conversion.ogg,2759,1.157
164,Copycat part 1,copycat-part-1,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Copycat part 1.mp3,148879,attack-move-sfx-compressed/normal/copycat-part-1.ogg,2689,1.157
165,Copycat part 2,copycat-part-2,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Copycat part 2.mp3,196945,attack-move-sfx-compressed/normal/copycat-part-2.ogg,2773,1.157
166,Copycat,copycat,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Copycat.mp3,249176,attack-move-sfx-compressed/normal/copycat.ogg,2698,1.157
167,Core Enforcer part 1,core-enforcer-part-1,dragon,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Core Enforcer part 1.mp3,421610,attack-move-sfx-compressed/dragon/core-enforcer-part-1.ogg,2799,1.157
168,Core Enforcer part 2,core-enforcer-part-2,dragon,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Core Enforcer part 2.mp3,196957,attack-move-sfx-compressed/dragon/core-enforcer-part-2.ogg,2730,1.157
169,Core Enforcer,core-enforcer,dragon,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Core Enforcer.mp3,520861,attack-move-sfx-compressed/dragon/core-enforcer.ogg,2810,1.157
170,Corkscrew Crash part 1,corkscrew-crash-part-1,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Corkscrew Crash part 1.mp3,186512,attack-move-sfx-compressed/steel/corkscrew-crash-part-1.ogg,3186,1.157
171,Corkscrew Crash part 2,corkscrew-crash-part-2,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Corkscrew Crash part 2.mp3,400716,attack-move-sfx-compressed/steel/corkscrew-crash-part-2.ogg,2798,1.157
172,Corkscrew Crash part 3,corkscrew-crash-part-3,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Corkscrew Crash part 3.mp3,598202,attack-move-sfx-compressed/steel/corkscrew-crash-part-3.ogg,2825,1.157
173,Corkscrew Crash,corkscrew-crash,steel,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Corkscrew Crash.mp3,991069,attack-move-sfx-compressed/steel/corkscrew-crash.ogg,3187,1.157
174,Cosmic Power,cosmic-power,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cosmic Power.mp3,230377,attack-move-sfx-compressed/normal/cosmic-power.ogg,2836,1.157
175,Cotton Guard,cotton-guard,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cotton Guard.mp3,191716,attack-move-sfx-compressed/normal/cotton-guard.ogg,2818,1.157
176,Cotton Sport,cotton-sport,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cotton Sport.mp3,210524,attack-move-sfx-compressed/normal/cotton-sport.ogg,2760,1.157
177,Counter,counter,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Counter.mp3,199020,attack-move-sfx-compressed/normal/counter.ogg,2877,1.157
178,Covet,covet,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Covet.mp3,194837,attack-move-sfx-compressed/normal/covet.ogg,2917,1.157
179,Crabhammer,crabhammer,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Crabhammer.mp3,201116,attack-move-sfx-compressed/normal/crabhammer.ogg,2755,1.157
180,Crafty Shield,crafty-shield,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Crafty Shield.mp3,269041,attack-move-sfx-compressed/normal/crafty-shield.ogg,2820,1.157
181,Cross Chop,cross-chop,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cross Chop.mp3,192757,attack-move-sfx-compressed/normal/cross-chop.ogg,2990,1.157
182,Cross Poison,cross-poison,poison,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cross Poison.mp3,158279,attack-move-sfx-compressed/poison/cross-poison.ogg,2717,1.157
183,Crunch,crunch,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Crunch.mp3,161402,attack-move-sfx-compressed/dark/crunch.ogg,2665,1.157
184,Crush Claw,crush-claw,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Crush Claw.mp3,180218,attack-move-sfx-compressed/normal/crush-claw.ogg,2714,1.157
185,Crush Grip,crush-grip,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Crush Grip.mp3,179173,attack-move-sfx-compressed/normal/crush-grip.ogg,2931,1.157
186,Curse,curse,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Curse.mp3,240812,attack-move-sfx-compressed/normal/curse.ogg,2772,1.157
187,Cut,cut,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Cut.mp3,143633,attack-move-sfx-compressed/normal/cut.ogg,2325,1.056
188,Dark Pulse,dark-pulse,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Dark Pulse.mp3,203206,attack-move-sfx-compressed/dark/dark-pulse.ogg,2795,1.157
189,Dark Void,dark-void,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Dark Void.mp3,368298,attack-move-sfx-compressed/dark/dark-void.ogg,2757,1.157
190,Darkest Lariat,darkest-lariat,dark,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Darkest Lariat.mp3,275312,attack-move-sfx-compressed/dark/darkest-lariat.ogg,2737,1.157
191,Dazzling Gleam,dazzling-gleam,fairy,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Dazzling Gleam.mp3,269043,attack-move-sfx-compressed/fairy/dazzling-gleam.ogg,2915,1.157
192,Defend Order,defend-order,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Defend Order.mp3,202165,attack-move-sfx-compressed/normal/defend-order.ogg,2741,1.157
193,Defense Curl,defense-curl,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Defense Curl.mp3,187537,attack-move-sfx-compressed/normal/defense-curl.ogg,2998,1.157
194,Defog,defog,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Defog.mp3,205286,attack-move-sfx-compressed/normal/defog.ogg,2737,1.157
195,Destiny Bond,destiny-bond,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Destiny Bond.mp3,241871,attack-move-sfx-compressed/normal/destiny-bond.ogg,2803,1.157
196,Detect shield hit,detect-shield-hit,normal,/home/baguspermana7/Downloads/3DS - Pokemon Sun _ Moon - Miscellaneous - Attack Move Sound Effects.zip,Detect shield hit.mp3,124853,attack-move-sfx-compressed/normal/detect-shield-hit.ogg,1355,0.579
